task_text,step_idx,row_i,row_j,similarity,same_obs,obs_i,obs_j
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",1,755,758,0.5179895633067838,False,"'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B07FKGQKZ1' [SEP] 'Home Dynamix Lyndhurst Rotana Modern Area Rug, Contemporary Blue/Gray/Ivory 5'2""x7'4""' [SEP] '$44.99 to $33","'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B07FKGQKZ1' [SEP] 'Home Dynamix Lyndhurst Rotana Modern Area Rug, Contemporary Blue/Gray/Ivory 5'2""x7'4""' [SEP] '$44.99 to $33"
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",1,755,769,0.7702230583176566,False,"'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B07FKGQKZ1' [SEP] 'Home Dynamix Lyndhurst Rotana Modern Area Rug, Contemporary Blue/Gray/Ivory 5'2""x7'4""' [SEP] '$44.99 to $33","'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B07FKGQKZ1' [SEP] 'Home Dynamix Lyndhurst Rotana Modern Area Rug, Contemporary Blue/Gray/Ivory 5'2""x7'4""' [SEP] '$44.99 to $33"
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",1,758,769,0.6407551360355358,False,"'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B07FKGQKZ1' [SEP] 'Home Dynamix Lyndhurst Rotana Modern Area Rug, Contemporary Blue/Gray/Ivory 5'2""x7'4""' [SEP] '$44.99 to $33","'Back to Search' [SEP] 'Page 1 (Total results: 50)' [SEP] 'Next >' [SEP] 'B07FKGQKZ1' [SEP] 'Home Dynamix Lyndhurst Rotana Modern Area Rug, Contemporary Blue/Gray/Ivory 5'2""x7'4""' [SEP] '$44.99 to $33"
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,86,91,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,86,320,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,86,322,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,86,327,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,86,550,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,86,756,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,86,767,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,91,320,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,91,322,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,91,327,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,91,550,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,91,756,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,91,767,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,320,322,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,320,327,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,320,550,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,320,756,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,320,767,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,322,327,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,322,550,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,322,756,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,322,767,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,327,550,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,327,756,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,327,767,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,550,756,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,550,767,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",2,756,767,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",3,95,98,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",3,95,311,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",3,95,523,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",3,95,527,1.0,True,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in ,'Back to Search' [SEP] '< Prev' [SEP] 'size' [SEP] '1 ft 9 in x 7 ft 2 in' [SEP] '3 ft 7 in x 5 ft 2 in' [SEP] '5 ft 2 in x 7 ft 4 in' [SEP] '5 ft 3 in x 7 ft 5 in' [SEP] '7 ft 8 in' [SEP] '7 ft 8 in 
